ID,名称,属性,LV,Cost,HP,耐弾,耐ビ,耐格,射補,格補,スピ,高速移動,スラ,旋回地上,旋回宇宙,再出撃時間,スロ近,スロ中,スロ遠,"格闘判定力(0,1,2)",盾,装飾,IMG
MSB00603,ゲム・カモフ,汎用,3,300,10000,8,8,8,18,4,115,160,55,48,46.6,7,6,10,4,1,1,0,MSB00601.png
MSB00604,ゲム・カモフ,汎用,4,350,11000,10,10,10,21,6,115,160,55,48,46.6,7,7,12,5,1,1,0,MSB00601.png
MSB00605,ゲム・カモフ,汎用,5,400,12000,12,12,12,24,8,115,160,55,48,46.6,7,8,14,6,1,1,0,MSB00601.png
MSB00701,ザク強行偵察型,汎用,1,200,10000,8,8,2,20,0,115,185,55,54,60,7,4,3,5,1,0,0,MSB00701.png
MSB00702,ザク強行偵察型,汎用,2,250,11500,10,10,4,25,0,115,185,55,54,60,7,5,4,7,1,0,0,MSB00701.png
MSB00703,ザク強行偵察型,汎用,3,300,13000,12,12,6,30,0,115,185,55,54,60,7,6,5,9,1,0,0,MSB00701.png
MSB00801,ザク・デザートタイプ,汎用,1,200,10000,9,3,6,12,13,115,165,50,57,-1,7,5,3,4,1,0,0,MSB00801.png
MSB00802,ザク・デザートタイプ,汎用,2,250,11500,11,5,8,14,16,115,165,50,57,-1,7,6,4,6,1,0,0,MSB00801.png
MSB00803,ザク・デザートタイプ,汎用,3,300,13000,13,7,10,16,19,115,165,50,57,-1,7,7,5,8,1,0,0,MSB00801.png
MSB00804,ザク・デザートタイプ,汎用,4,350,14500,15,9,12,18,22,115,165,50,57,-1,7,8,6,10,1,0,0,MSB00801.png
MSB00901,ザク・マインレイヤー,汎用,1,200,11500,8,7,3,15,5,95,175,50,-1,54,7,3,6,3,1,0,0,MSB00901.png
MSB00902,ザク・マインレイヤー,汎用,2,250,12000,10,9,5,18,7,95,175,50,-1,54,7,5,7,4,1,0,0,MSB00901.png
MSB00903,ザク・マインレイヤー,汎用,3,300,13000,12,11,7,21,9,95,175,50,-1,54,7,7,8,5,1,0,0,MSB00901.png
MSB00904,ザク・マインレイヤー,汎用,4,350,14000,14,13,9,24,11,95,175,50,-1,54,7,9,9,6,1,0,0,MSB00901.png
MSB01001,ザクⅡS型,汎用,1,200,9750,8,6,4,9,11,120,175,60,51,51,7,6,5,1,2,0,0,MSB01001.png
MSB01002,ザクⅡS型,汎用,2,250,11000,10,8,6,11,14,120,175,60,51,51,7,7,7,2,2,0,0,MSB01001.png
MSB01003,ザクⅡS型,汎用,3,300,12750,12,10,8,14,17,120,175,60,51,51,7,9,8,3,2,0,0,MSB01001.png
MSB01004,ザクⅡS型,汎用,4,350,14500,14,12,10,15,20,120,175,60,51,51,7,11,9,4,2,0,0,MSB01001.png
MSB01101,ジム改,汎用,1,200,9500,8,8,8,11,9,110,170,55,48,46.6,7,6,5,1,1,1,0,MSB01101.png
MSB01102,ジム改,汎用,2,250,11000,10,10,10,14,11,110,170,55,48,46.6,7,7,7,2,1,1,0,MSB01101.png
MSB01103,ジム改,汎用,3,300,12500,12,12,12,17,13,110,170,55,48,46.6,7,9,8,3,1,1,0,MSB01101.png
MSB01104,ジム改,汎用,4,350,14500,14,14,14,20,15,110,170,55,48,46.6,7,11,9,4,1,1,0,MSB01101.png
MSB01201,ジム・ナイトシーカー,汎用,1,200,11250,7,7,4,15,5,110,175,65,57,51,7,6,3,3,1,0,0,MSB01201.png
MSB01202,ジム・ナイトシーカー,汎用,2,250,12750,9,9,6,20,5,115,175,70,57,51,7,7,4,5,1,0,0,MSB01201.png
MSB01203,ジム・ナイトシーカー,汎用,3,300,13500,11,11,8,25,5,110,175,65,57,51,7,9,5,6,1,0,0,MSB01201.png
MSB01204,ジム・ナイトシーカー,汎用,4,350,15000,13,13,10,30,5,110,175,65,57,51,7,11,6,7,1,0,0,MSB01201.png
MSB01301,ザク・マリンタイプ,汎用,1,250,11500,10,10,10,15,10,110,175,55,60,-1,8,3,8,5,1,0,0,MSB01301.png
MSB01302,ザク・マリンタイプ,汎用,2,300,14000,12,12,12,18,12,110,175,55,60,-1,8,4,10,6,1,0,0,MSB01301.png
MSB01303,ザク・マリンタイプ,汎用,3,350,15500,14,14,14,21,14,110,175,55,60,-1,8,5,12,7,1,0,0,MSB01301.png
MSB01304,ザク・マリンタイプ,汎用,4,400,17000,16,16,16,24,16,110,175,55,60,-1,8,6,14,8,1,0,0,MSB01301.png
MSB01401,ザクⅡ改,汎用,1,250,12000,9,9,6,20,5,125,175,60,54,54,8,5,9,2,1,0,1,MSB01401.png
MSB01402,ザクⅡ改,汎用,2,300,13000,11,11,8,28,7,125,175,60,54,54,8,7,10,3,1,0,1,MSB01401.png
MSB01403,ザクⅡ改,汎用,3,350,14000,13,13,10,31,9,125,175,60,54,54,8,8,12,4,1,0,1,MSB01401.png
MSB01404,ザクⅡ改,汎用,4,400,15000,15,15,12,34,11,125,175,60,54,54,8,9,14,5,1,0,1,MSB01401.png
MSB01501,ジム寒冷地仕様,汎用,1,250,10000,15,11,4,24,1,110,200,45,54,-1,8,6,1,9,1,1,0,MSB01501.png
MSB01502,ジム寒冷地仕様,汎用,2,300,11000,17,13,6,27,3,110,200,45,54,-1,8,8,2,10,1,1,0,MSB01501.png
MSB01503,ジム寒冷地仕様,汎用,3,350,12000,19,15,8,30,5,110,200,45,54,-1,8,9,3,12,1,1,0,MSB01501.png
MSB01504,ジム寒冷地仕様,汎用,4,400,13000,21,17,10,33,7,110,200,45,54,-1,8,10,4,14,1,1,0,MSB01501.png
MSB01601,ジム・コマンド,汎用,1,250,10500,8,7,9,10,15,120,175,55,57,-1,8,9,5,2,1,1,0,MSB01601.png
MSB01602,ジム・コマンド,汎用,2,300,12000,9,8,13,12,18,125,180,60,57,-1,8,10,7,3,1,1,0,MSB01601.png
MSB01603,ジム・コマンド,汎用,3,350,13500,10,9,17,14,25,120,175,55,57,-1,8,12,8,4,1,1,0,MSB01601.png
MSB01604,ジム・コマンド,汎用,4,400,15000,11,10,21,16,29,120,175,55,57,-1,8,14,10,4,1,1,0,MSB01601.png
MSB01701,ジム・コマンド宇宙戦仕様,汎用,1,250,8500,10,10,4,15,10,120,175,60,-1,55.3,8,2,5,9,1,1,0,MSB01701.png
MSB01702,ジム・コマンド宇宙戦仕様,汎用,2,300,10000,12,12,6,18,12,120,175,60,-1,55.3,8,3,7,10,1,1,0,MSB01701.png
MSB01703,ジム・コマンド宇宙戦仕様,汎用,3,350,11500,14,14,8,21,14,120,175,60,-1,55.3,8,4,8,12,1,1,0,MSB01701.png
MSB01704,ジム・コマンド宇宙戦仕様,汎用,4,400,13000,16,16,10,24,16,120,175,60,-1,55.3,8,4,10,14,1,1,0,MSB01701.png
MSB01801,装甲強化型ジム,汎用,1,250,11000,10,10,4,20,5,130,175,55,60,-1,8,4,7,5,1,1,0,MSB01801.png
MSB01802,装甲強化型ジム,汎用,2,300,11500,12,12,6,23,7,130,175,55,60,-1,8,5,8,7,1,1,0,MSB01801.png
MSB01803,装甲強化型ジム,汎用,3,350,12000,14,14,8,26,9,130,175,55,60,-1,8,6,10,8,1,1,0,MSB01801.png
MSB01804,装甲強化型ジム,汎用,4,400,12500,16,16,10,29,11,130,175,55,60,-1,8,7,12,9,1,1,0,MSB01801.png
MSB01901,ドラッツェ改,汎用,1,250,8500,12,12,4,15,15,125,200,60,-1,49.5,8,6,8,2,1,1,0,MSB01901.png
MSB01902,ドラッツェ改,汎用,2,300,10000,14,14,6,18,17,125,200,60,-1,49.5,8,7,10,3,1,1,0,MSB01901.png
MSB01903,ドラッツェ改,汎用,3,350,11500,16,16,8,21,19,125,200,60,-1,49.5,8,8,12,4,1,1,0,MSB01901.png
MSB02001,ブグ（RR）【GTO】,汎用,1,250,11500,9,4,11,0,25,115,170,60,54,58.2,8,8,5,3,1,1,0,MSB02001.png
MSB02101,陸戦型ジム［WR装備］,汎用,1,250,10000,15,10,4,22,3,100,165,45,54,-1,8,3,8,5,1,2,0,MSB02101.png
MSB02201,アクア・ジム,汎用,1,300,12000,15,15,5,26,4,120,170,50,57,-1,10,7,7,6,1,0,0,MSB02201.png
MSB02202,アクア・ジム,汎用,2,350,13500,17,17,7,29,6,125,170,55,57,-1,10,8,9,7,1,0,0,MSB02201.png
MSB02203,アクア・ジム,汎用,3,400,15000,19,19,9,32,8,120,170,50,57,-1,10,9,10,9,1,0,0,MSB02201.png
MSB02204,アクア・ジム,汎用,4,450,16500,21,21,11,35,10,120,170,50,57,-1,10,10,11,11,1,0,0,MSB02201.png
MSB02301,アッガイ火力型A【TB】,汎用,1,300,14000,12,6,12,20,10,125,185,55,60,-1,10,6,7,7,1,0,0,MSB02301.png
MSB02302,アッガイ火力型A【TB】,汎用,2,350,15500,14,8,14,24,13,125,185,55,60,-1,10,7,9,8,1,0,0,MSB02301.png
MSB02401,イフリート,汎用,1,300,13000,12,9,9,5,25,130,180,60,63,-1,10,11,8,3,2,0,0,MSB02401.png
MSB02402,イフリート,汎用,2,350,15000,14,11,11,7,28,130,180,60,63,-1,10,13,9,5,2,0,0,MSB02401.png
MSB02403,イフリート,汎用,3,400,17000,16,13,13,9,31,130,180,60,63,-1,10,16,11,7,2,0,0,MSB02401.png
MSB02404,イフリート,汎用,4,450,19000,18,15,15,11,40,130,180,60,63,-1,10,19,13,9,2,0,0,MSB02401.png
MSB02501,グフ重装型,汎用,1,300,15000,15,15,15,20,5,110,175,55,60,-1,10,6,7,7,0,0,0,MSB02501.png
MSB02502,グフ重装型,汎用,2,350,16500,19,19,17,25,7,110,175,55,60,-1,10,7,9,8,0,0,0,MSB02501.png
MSB02601,グフ（VD）,汎用,1,300,12500,12,7,12,12,17,130,180,60,63,-1,10,9,7,4,1,1,0,MSB02601.png
MSB02602,グフ（VD）,汎用,2,350,13400,14,9,14,14,20,130,180,60,63,-1,10,11,8,5,1,1,0,MSB02601.png
MSB02603,グフ（VD）,汎用,3,400,14500,16,11,16,16,23,130,180,60,63,-1,10,13,9,6,1,1,0,MSB02601.png
MSB02604,グフ（VD）,汎用,4,450,17000,18,13,18,20,30,130,180,60,63,-1,10,15,10,7,1,1,0,MSB02601.png
MSB02701,高機動型ザク,汎用,1,300,11250,9,9,12,30,0,120,195,60,54,54,10,6,11,3,1,0,1,MSB02701.png
MSB02702,高機動型ザク,汎用,2,350,13000,11,11,14,33,2,120,195,60,54,54,10,7,13,4,1,0,1,MSB02701.png
MSB02703,高機動型ザク,汎用,3,400,14250,13,13,16,36,4,120,195,60,54,54,10,9,15,4,1,0,1,MSB02701.png
MSB02801,ザク・ハーフキャノン（MB）,汎用,1,300,12000,11,8,11,20,10,120,180,60,60,-1,10,9,6,5,1,1,0,MSB02801.png
MSB02802,ザク・ハーフキャノン（MB）,汎用,2,350,13500,14,9,13,24,13,120,180,60,60,-1,10,11,7,6,1,1,0,MSB02801.png
MSB02901,ザクⅠ（GS）,汎用,1,300,12000,12,7,11,15,15,120,180,55,63,-1,10,9,5,6,1,1,0,MSB02901.png
MSB02902,ザクⅠ（GS）,汎用,2,350,13000,14,8,14,18,24,125,180,60,63,-1,10,11,6,7,1,1,0,MSB02901.png
MSB02903,ザクⅠ（GS）,汎用,3,400,15000,16,9,17,21,26,120,180,55,63,-1,10,13,7,8,1,1,0,MSB02901.png
MSB02904,ザクⅠ（GS）,汎用,4,450,17000,18,10,20,24,35,120,180,55,63,-1,10,15,8,9,1,1,0,MSB02901.png
MSB03001,ザクⅡ改［フリッツヘルム仕様］,汎用,1,300,14500,11,7,12,9,30,125,175,65,57,57,10,8,5,7,1,0,1,MSB03001.png
MSB03002,ザクⅡ改［フリッツヘルム仕様］,汎用,2,350,16000,13,9,14,11,35,125,175,65,57,57,10,9,6,9,1,0,1,MSB03001.png
MSB03003,ザクⅡ改［フリッツヘルム仕様］,汎用,3,400,17500,15,11,16,12,40,125,175,65,57,57,10,10,7,11,1,0,1,MSB03001.png
MSB03004,ザクⅡ改［フリッツヘルム仕様］,汎用,4,450,19000,17,13,18,15,45,125,175,65,57,57,10,11,8,13,1,0,1,MSB03001.png
MSB03101,ザクⅡ後期型,汎用,1,300,14000,12,8,10,20,20,122,180,60,54,54,10,11,8,4,1,0,1,MSB03101.png
MSB03102,ザクⅡ後期型,汎用,2,350,15500,14,10,12,22,23,122,180,60,54,54,10,13,10,6,1,0,1,MSB03101.png
MSB03103,ザクⅡ後期型,汎用,3,400,17000,16,12,14,24,26,122,180,60,54,54,10,15,12,8,1,0,1,MSB03101.png
MSB03104,ザクⅡ後期型,汎用,4,450,18500,18,14,16,26,29,122,180,60,54,54,10,17,14,10,1,0,1,MSB03101.png
MSB03201,ジムⅡ,汎用,1,300,13000,9,14,7,25,15,125,180,55,51,49.8,10,7,9,4,1,1,0,MSB03201.png
MSB03202,ジムⅡ,汎用,2,350,14500,11,16,9,28,17,125,180,55,51,49.8,10,8,12,4,1,1,0,MSB03201.png
MSB03203,ジムⅡ,汎用,3,400,15750,13,18,11,31,19,125,180,55,51,49.8,10,9,14,5,1,1,0,MSB03201.png
MSB03301,ジム［WD隊仕様］,汎用,1,300,12000,9,9,14,14,19,125,175,60,66,-1,10,9,11,3,1,2,0,MSB03301.png
MSB03302,ジム［WD隊仕様］,汎用,2,350,13250,11,11,16,17,24,125,175,60,66,-1,10,11,12,4,1,2,0,MSB03301.png
MSB03303,ジム［WD隊仕様］,汎用,3,400,14500,13,13,18,20,29,125,175,60,66,-1,10,13,14,5,1,2,0,MSB03301.png
MSB03304,ジム［WD隊仕様］,汎用,4,450,15750,15,15,20,23,34,125,175,60,66,-1,10,15,16,6,1,2,0,MSB03301.png
MSB03401,装甲強化型ジム（BA）,汎用,1,300,13000,12,6,12,7,23,135,180,60,63,-1,10,9,7,4,1,1,0,MSB03401.png
MSB03501,ドズル・ザビ専用ザクⅡ,汎用,1,300,15000,7,7,20,10,20,115,185,50,63,72,10,10,8,2,2,0,0,MSB03501.png
MSB03502,ドズル・ザビ専用ザクⅡ,汎用,2,350,16500,9,9,22,13,24,120,190,55,63,72,10,12,9,3,2,0,0,MSB03501.png
MSB03503,ドズル・ザビ専用ザクⅡ,汎用,3,400,17000,11,11,24,16,28,125,195,60,63,72,10,14,10,4,2,0,0,MSB03501.png
MSB03504,ドズル・ザビ専用ザクⅡ,汎用,4,450,18000,13,13,26,19,32,130,185,50,63,72,10,16,11,5,2,0,0,MSB03501.png
MSB03601,ドム,汎用,1,300,14500,17,12,12,5,25,140,190,55,60,-1,10,10,7,3,1,0,0,MSB03601.png
MSB03602,ドム,汎用,2,350,16500,19,14,14,7,33,140,190,55,60,-1,10,12,8,4,1,0,0,MSB03601.png
MSB03603,ドム,汎用,3,400,18000,21,16,16,9,38,140,190,55,60,-1,10,14,10,4,1,0,0,MSB03601.png
MSB03604,ドム,汎用,4,450,19500,23,17,18,11,43,140,190,55,60,-1,10,16,12,4,1,0,0,MSB03601.png
MSB03701,ドム・トロピカルテストタイプ,汎用,1,300,12000,10,10,10,15,15,145,190,60,60,-1,10,11,10,3,1,0,0,MSB03701.png
MSB03702,ドム・トロピカルテストタイプ,汎用,2,350,13000,12,12,12,17,18,145,190,60,60,-1,10,12,12,4,1,0,0,MSB03701.png
MSB03703,ドム・トロピカルテストタイプ,汎用,3,400,16000,14,14,14,19,21,145,190,60,60,-1,10,13,14,5,1,0,0,MSB03701.png
MSB03801,陸戦型ガンダム,汎用,1,300,14000,12,8,10,30,13,120,175,60,60,-1,10,7,10,6,1,2,0,MSB03801.png
MSB03802,陸戦型ガンダム,汎用,2,350,15000,14,10,12,35,17,125,175,60,60,-1,10,8,13,7,1,2,0,MSB03801.png
MSB03803,陸戦型ガンダム,汎用,3,400,17000,16,12,14,40,21,130,175,60,60,-1,10,11,14,8,1,2,0,MSB03801.png
MSB03804,陸戦型ガンダム,汎用,4,450,19000,18,14,16,45,25,120,175,60,60,-1,10,13,16,9,1,2,0,MSB03801.png
MSB03805,陸戦型ガンダム,汎用,5,500,21000,20,16,18,50,29,120,175,60,60,-1,10,15,17,11,1,2,0,MSB03801.png
MSB03901,陸戦高機動型ザク,汎用,1,300,13000,12,4,14,3,27,125,175,50,60,-1,10,13,5,2,2,0,1,MSB03901.png
MSB03902,陸戦高機動型ザク,汎用,2,350,14500,14,5,17,5,30,125,175,50,60,-1,10,15,6,3,2,0,1,MSB03901.png
MSB03903,陸戦高機動型ザク,汎用,3,400,16000,16,6,20,7,33,125,175,50,60,-1,10,17,7,4,2,0,1,MSB03901.png
MSB04001,リック・ドム,汎用,1,300,12500,12,17,11,25,5,140,185,60,-1,60,10,7,10,3,1,0,0,MSB04001.png
MSB04002,リック・ドム,汎用,2,350,14500,14,19,13,28,7,145,185,60,-1,60,10,8,12,4,1,0,0,MSB04001.png
MSB04003,リック・ドム,汎用,3,400,16500,16,21,15,31,9,140,185,60,-1,60,10,10,14,4,1,0,0,MSB04001.png
MSB04004,リック・ドム,汎用,4,450,18500,18,23,17,34,11,140,185,60,-1,60,10,12,16,4,1,0,0,MSB04001.png
MSB04101,アクト・ザク,汎用,1,350,11500,13,13,10,20,18,135,195,60,72,72,12,9,11,6,1,0,0,MSB04101.png
MSB04102,アクト・ザク,汎用,2,400,12500,15,15,12,23,23,140,195,65,72,72,12,11,14,7,1,0,0,MSB04101.png
MSB04103,アクト・ザク,汎用,3,450,13500,17,17,14,26,30,135,195,60,72,72,12,12,16,8,1,0,0,MSB04101.png
MSB04104,アクト・ザク,汎用,4,500,17000,19,19,16,29,33,135,195,60,72,72,12,13,18,9,1,0,0,MSB04101.png
MSB04201,ガッシャ,汎用,1,350,15500,16,15,15,17,18,115,195,60,60,60,12,11,5,8,2,0,0,MSB04201.png
MSB04202,ガッシャ,汎用,2,400,17000,18,17,17,19,21,115,195,60,60,60,12,13,6,9,2,0,0,MSB04201.png
MSB04203,ガッシャ,汎用,3,450,18500,20,19,19,21,24,115,195,60,60,60,12,15,7,10,2,0,0,MSB04201.png
MSB04204,ガッシャ,汎用,4,500,20000,22,21,21,23,27,115,195,60,60,60,12,17,8,11,2,0,0,MSB04201.png
MSB04301,ガンダムEz8,汎用,1,350,14500,10,12,18,10,25,125,180,60,63,-1,12,12,8,4,2,2,0,MSB04301.png
MSB04302,ガンダムEz8,汎用,2,400,16000,12,14,21,12,28,130,185,60,63,-1,12,14,10,4,2,2,0,MSB04301.png
MSB04303,ガンダムEz8,汎用,3,450,17500,14,16,24,14,31,125,180,60,63,-1,12,15,12,5,2,2,0,MSB04301.png
MSB04304,ガンダムEz8,汎用,4,500,19000,16,18,27,16,39,125,180,60,63,-1,12,19,14,7,2,2,0,MSB04301.png
MSB04305,ガンダムEz8,汎用,5,550,20500,18,20,30,18,41,125,180,60,63,-1,12,22,17,9,2,2,0,MSB04301.png
MSB04401,グフ飛行試験型,汎用,1,350,12000,12,12,2,20,10,135,190,60,63,-1,12,10,9,5,0,0,0,MSB04401.png
MSB04402,グフ飛行試験型,汎用,2,400,12500,14,14,4,22,10,135,190,60,63,-1,12,12,10,6,0,0,0,MSB04401.png
MSB04501,ゲルググ,汎用,1,350,15000,16,18,2,25,10,130,180,60,60,58.2,12,12,14,8,1,1,0,MSB04501.png
MSB04502,ゲルググ,汎用,2,400,16500,18,20,4,28,12,135,180,65,60,58.2,12,15,17,12,1,1,0,MSB04501.png
MSB04503,ゲルググ,汎用,3,450,18000,20,22,6,31,14,130,180,60,60,58.2,12,18,20,15,1,1,0,MSB04501.png
MSB04504,ゲルググ,汎用,4,500,19000,22,24,8,34,16,130,180,60,60,58.2,12,21,23,18,1,1,0,MSB04501.png
MSB04601,ザクⅡ［シュトゥッツァー］,汎用,1,350,15500,10,14,12,25,10,120,190,65,51,60,12,7,11,6,1,0,0,MSB04601.png
MSB04602,ザクⅡ［シュトゥッツァー］,汎用,2,400,17000,12,16,14,28,12,120,190,65,51,60,12,8,13,7,1,0,0,MSB04601.png
MSB04701,ジム・インターセプトカスタムFB,汎用,1,350,12000,12,12,12,7,8,135,205,75,-1,54,12,10,8,6,1,0,0,MSB04701.png
MSB04702,ジム・インターセプトカスタムFB,汎用,2,400,13000,14,14,14,10,10,135,205,75,-1,54,12,12,9,7,1,0,0,MSB04701.png
MSB04703,ジム・インターセプトカスタムFB,汎用,3,450,14000,16,16,16,13,12,135,205,75,-1,54,12,14,10,8,1,0,0,MSB04701.png
MSB04801,ジム・レイド,汎用,1,350,16500,14,6,16,10,25,120,185,60,57,61.1,12,13,9,6,1,2,0,MSB04801.png
MSB04802,ジム・レイド,汎用,2,400,18500,16,8,18,12,30,120,185,60,57,61.1,12,15,10,8,1,2,0,MSB04801.png
MSB04901,水中型ガンダム,汎用,1,350,13000,15,6,15,20,15,125,185,60,66,-1,12,7,11,6,1,0,0,MSB04901.png
MSB04902,水中型ガンダム,汎用,2,400,14500,17,8,17,23,17,125,185,60,66,-1,12,8,13,7,1,0,0,MSB04901.png
MSB05001,スライフレイル,汎用,1,350,14500,12,10,14,11,24,125,190,65,78,-1,12,13,6,5,1,2,0,MSB05001.png
MSB05101,スレイヴ・レイス,汎用,1,350,14000,22,15,15,23,12,120,180,60,63,-1,12,8,12,4,1,2,0,MSB05101.png
MSB05102,スレイヴ・レイス,汎用,2,400,16000,24,17,17,26,14,125,180,65,63,-1,12,10,13,5,1,2,0,MSB05101.png
MSB05103,スレイヴ・レイス,汎用,3,450,17000,26,19,19,29,16,120,180,60,63,-1,12,12,14,6,1,2,0,MSB05101.png
MSB05104,スレイヴ・レイス,汎用,4,500,19000,28,21,21,32,18,120,180,60,63,-1,12,14,15,7,1,2,0,MSB05101.png
MSB05201,ゾゴック,汎用,1,350,15000,20,11,15,10,25,135,205,60,66,-1,12,12,5,7,2,0,0,MSB05201.png
MSB05202,ゾゴック,汎用,2,400,17000,23,12,17,12,28,135,205,60,66,-1,12,14,6,8,2,0,0,MSB05201.png
MSB05203,ゾゴック,汎用,3,450,19000,26,13,19,14,40,135,205,60,66,-1,12,16,7,9,2,0,0,MSB05201.png
MSB05204,ゾゴック,汎用,4,500,21000,29,14,21,16,45,135,205,60,66,-1,12,18,8,10,2,0,0,MSB05201.png
MSB05301,ドム・トローペン,汎用,1,350,14500,20,10,11,35,5,140,205,65,66,-1,12,8,12,4,1,0,0,MSB05301.png
MSB05302,ドム・トローペン,汎用,2,400,16500,22,12,13,43,5,140,205,65,66,-1,12,10,14,4,1,0,0,MSB05301.png
MSB05303,ドム・トローペン,汎用,3,450,18500,24,14,15,51,5,140,205,65,66,-1,12,12,15,5,1,0,0,MSB05301.png
MSB05304,ドム・トローペン,汎用,4,500,20500,26,16,17,59,5,140,205,65,66,-1,12,13,17,6,1,0,0,MSB05301.png
MSB05401,ハイゴッグ,汎用,1,350,17500,22,17,15,25,10,120,190,65,69,-1,12,9,10,8,2,0,0,MSB05401.png
MSB05402,ハイゴッグ,汎用,2,400,19000,24,19,17,28,12,125,195,70,69,-1,12,11,12,10,2,0,0,MSB05401.png
MSB05403,ハイゴッグ,汎用,3,450,20500,26,21,19,31,14,120,190,65,69,-1,12,13,14,12,2,0,0,MSB05401.png
MSB05404,ハイゴッグ,汎用,4,500,22000,28,23,21,34,16,120,190,65,69,-1,12,15,16,14,2,0,0,MSB05401.png
MSB05501,パワード・ジム,汎用,1,350,12500,14,14,8,25,15,130,200,70,63,55.3,12,9,11,4,1,1,0,MSB05501.png
MSB05502,パワード・ジム,汎用,2,400,14000,16,16,10,35,25,130,200,70,63,55.3,12,11,13,4,1,1,0,MSB05501.png
MSB05503,パワード・ジム,汎用,3,450,15250,18,18,12,40,35,130,200,70,63,55.3,12,12,15,5,1,1,0,MSB05501.png
MSB05504,パワード・ジム,汎用,4,500,17500,20,20,14,45,45,130,200,70,63,55.3,12,14,16,6,1,1,0,MSB05501.png
MSB05505,パワード・ジム,汎用,5,550,19000,22,22,16,50,55,130,200,70,63,55.3,12,16,17,7,1,1,0,MSB05501.png
MSB05601,ペイルライダー・キャバルリー,汎用,1,350,12000,15,15,11,20,10,120,200,55,60,58.2,12,7,12,5,1,1,0,MSB05601.png
MSB05602,ペイルライダー・キャバルリー,汎用,2,400,14000,17,17,13,23,12,120,200,55,60,58.2,12,8,14,6,1,1,0,MSB05601.png
MSB05603,ペイルライダー・キャバルリー,汎用,3,450,16000,19,19,15,26,14,120,200,55,60,58.2,12,9,16,7,1,1,0,MSB05601.png
MSB05604,ペイルライダー・キャバルリー,汎用,4,500,18000,21,21,17,29,16,120,200,55,60,58.2,12,10,18,8,1,1,0,MSB05601.png
MSB05701,リック・ドムⅡ,汎用,1,350,15000,16,16,9,18,17,140,200,65,57,66,12,9,13,7,1,0,0,MSB05701.png
MSB05702,リック・ドムⅡ,汎用,2,400,17000,18,18,11,21,19,140,200,65,57,66,12,11,15,9,1,0,0,MSB05701.png
MSB05703,リック・ドムⅡ,汎用,3,450,19000,20,20,13,24,21,140,200,65,57,66,12,12,17,11,1,0,0,MSB05701.png
MSB05801,ガザC,汎用,1,400,14000,10,26,6,35,5,130,175,195,57,60,13,6,10,12,1,0,0,MSB05801.png
MSB05802,ガザC,汎用,2,450,15500,12,28,8,38,7,130,195,65,57,60,13,7,11,14,1,0,0,MSB05801.png
MSB05901,ガルバルディα,汎用,1,400,14000,7,18,17,19,21,130,210,60,60,58.2,13,13,11,4,2,1,0,MSB05901.png
MSB05902,ガルバルディα,汎用,2,450,16000,8,20,20,21,24,130,210,60,60,58.2,13,15,12,5,2,1,0,MSB05901.png
MSB05903,ガルバルディα,汎用,3,500,17500,9,22,23,24,27,130,210,60,60,58.2,13,17,13,6,2,1,0,MSB05901.png
MSB05904,ガルバルディα,汎用,4,550,19000,11,24,26,25,30,130,210,60,60,58.2,13,19,14,7,2,1,0,MSB05901.png
MSB06001,ガンキャノン重装型タイプD,汎用,1,400,15500,20,20,22,33,7,110,190,50,60,-1,13,8,10,10,1,2,0,MSB06001.png
MSB06002,ガンキャノン重装型タイプD,汎用,2,450,16500,22,22,24,36,9,115,190,55,60,-1,13,9,11,12,1,2,0,MSB06001.png
MSB06003,ガンキャノン重装型タイプD,汎用,3,500,17500,24,24,26,39,11,110,190,50,60,-1,13,10,12,14,1,2,0,MSB06001.png
MSB06004,ガンキャノン重装型タイプD,汎用,4,550,18500,26,26,28,42,13,110,190,50,60,-1,13,11,13,16,1,2,0,MSB06001.png
MSB06101,ガンダム,汎用,1,400,15000,15,15,15,20,20,130,180,60,60,61.1,13,10,13,5,2,1,0,MSB06101.png
MSB06102,ガンダム,汎用,2,450,16500,17,17,17,22,23,130,180,60,60,61.1,13,11,15,6,2,1,0,MSB06101.png
MSB06103,ガンダム,汎用,3,500,18000,19,19,19,24,26,130,180,60,60,61.1,13,12,17,7,2,1,0,MSB06101.png
MSB06104,ガンダム,汎用,4,550,20000,21,21,21,26,29,130,180,60,60,61.1,13,13,19,8,2,1,0,MSB06101.png
MSB06105,ガンダム,汎用,5,600,22000,23,23,23,28,32,130,180,60,60,61.1,13,14,21,9,2,1,0,MSB06101.png
MSB06201,ガンダムEX,汎用,1,400,14500,19,19,15,15,25,130,190,60,72,-1,13,13,8,7,1,2,0,MSB06201.png
MSB06301,ギャン・エーオース,汎用,1,400,15000,12,12,18,15,25,135,200,60,60,66.9,13,14,10,4,1,1,0,MSB06301.png
MSB06302,ギャン・エーオース,汎用,2,450,17500,16,16,22,17,28,135,200,60,60,66.9,13,16,11,5,1,1,0,MSB06301.png
MSB06303,ギャン・エーオース,汎用,3,500,19000,20,20,26,19,31,135,200,60,60,66.9,13,18,12,6,1,1,0,MSB06301.png
MSB06304,ギャン・エーオース,汎用,4,550,20500,22,22,28,21,34,135,200,60,60,66.9,13,20,13,7,1,1,0,MSB06301.png
